territory,year,indicator,value
Abruzzo,2018,accedere_rischio,-0.18
Basilicata,2018,accedere_rischio,-0.182
Calabria,2018,accedere_rischio,-0.791
Campania,2018,accedere_rischio,-1.552
Emilia-Romagna,2018,accedere_rischio,0.689
Friuli-Venezia Giulia,2018,accedere_rischio,0.664
Lazio,2018,accedere_rischio,0.035
Liguria,2018,accedere_rischio,0.176
Lombardia,2018,accedere_rischio,0.332
Marche,2018,accedere_rischio,0.087
Molise,2018,accedere_rischio,0.168
Piemonte,2018,accedere_rischio,0.289
Puglia,2018,accedere_rischio,-0.743
Sardegna,2018,accedere_rischio,-0.562
Sicilia,2018,accedere_rischio,-1.109
Toscana,2018,accedere_rischio,0.57
Trentino-Alto Adige,2018,accedere_rischio,0.666
Umbria,2018,accedere_rischio,0.169
Valle d'Aosta,2018,accedere_rischio,0.439
Veneto,2018,accedere_rischio,0.835
Abruzzo,2018,accedere_servizi,-0.693
Basilicata,2018,accedere_servizi,-0.864
Calabria,2018,accedere_servizi,-0.703
Campania,2018,accedere_servizi,-0.841
Emilia-Romagna,2018,accedere_servizi,0.907
Friuli-Venezia Giulia,2018,accedere_servizi,2.426
Lazio,2018,accedere_servizi,-0.493
Liguria,2018,accedere_servizi,-0.58
Lombardia,2018,accedere_servizi,-0.325
Marche,2018,accedere_servizi,-0.014
Molise,2018,accedere_servizi,-0.703
Piemonte,2018,accedere_servizi,1.345
Puglia,2018,accedere_servizi,-0.666
Sardegna,2018,accedere_servizi,-0.102
Sicilia,2018,accedere_servizi,-0.785
Toscana,2018,accedere_servizi,0.66
Trentino-Alto Adige,2018,accedere_servizi,-0.475
Umbria,2018,accedere_servizi,0.29
Valle d'Aosta,2018,accedere_servizi,0.105
Veneto,2018,accedere_servizi,1.511
Abruzzo,2018,conoscenza_rischio,0.451
Basilicata,2018,conoscenza_rischio,-0.077
Calabria,2018,conoscenza_rischio,-1.372
Campania,2018,conoscenza_rischio,-1.705
Emilia-Romagna,2018,conoscenza_rischio,0.55
Friuli-Venezia Giulia,2018,conoscenza_rischio,0.093
Lazio,2018,conoscenza_rischio,1.043
Liguria,2018,conoscenza_rischio,-0.044
Lombardia,2018,conoscenza_rischio,0.561
Marche,2018,conoscenza_rischio,0.993
Molise,2018,conoscenza_rischio,0.416
Piemonte,2018,conoscenza_rischio,0.342
Puglia,2018,conoscenza_rischio,-1.602
Sardegna,2018,conoscenza_rischio,-0.82
Sicilia,2018,conoscenza_rischio,-1.76
Toscana,2018,conoscenza_rischio,0.397
Trentino-Alto Adige,2018,conoscenza_rischio,0.937
Umbria,2018,conoscenza_rischio,1.038
Valle d'Aosta,2018,conoscenza_rischio,0.2
Veneto,2018,conoscenza_rischio,0.361
Abruzzo,2018,conoscenza_servizi,1.178
Basilicata,2018,conoscenza_servizi,-0.572
Calabria,2018,conoscenza_servizi,-0.553
Campania,2018,conoscenza_servizi,-0.941
Emilia-Romagna,2018,conoscenza_servizi,0.304
Friuli-Venezia Giulia,2018,conoscenza_servizi,1.516
Lazio,2018,conoscenza_servizi,0.616
Liguria,2018,conoscenza_servizi,-0.572
Lombardia,2018,conoscenza_servizi,-0.238
Marche,2018,conoscenza_servizi,0.048
Molise,2018,conoscenza_servizi,1.253
Piemonte,2018,conoscenza_servizi,-0.584
Puglia,2018,conoscenza_servizi,-0.977
Sardegna,2018,conoscenza_servizi,-0.401
Toscana,2018,conoscenza_servizi,1.592
Trentino-Alto Adige,2018,conoscenza_servizi,1.681
Umbria,2018,conoscenza_servizi,0.408
Valle d'Aosta,2018,conoscenza_servizi,-1.388
Veneto,2018,conoscenza_servizi,-0.615
Abruzzo,2018,cura_rischio,-0.219
Basilicata,2018,cura_rischio,-0.053
Calabria,2018,cura_rischio,-0.252
Campania,2018,cura_rischio,-1.712
Emilia-Romagna,2018,cura_rischio,0.278
Friuli-Venezia Giulia,2018,cura_rischio,0.263
Lazio,2018,cura_rischio,-0.451
Liguria,2018,cura_rischio,0.225
Lombardia,2018,cura_rischio,0.489
Marche,2018,cura_rischio,0.043
Molise,2018,cura_rischio,0.204
Piemonte,2018,cura_rischio,0.337
Puglia,2018,cura_rischio,-0.656
Sardegna,2018,cura_rischio,0.012
Sicilia,2018,cura_rischio,-1.058
Toscana,2018,cura_rischio,0.147
Trentino-Alto Adige,2018,cura_rischio,1.067
Umbria,2018,cura_rischio,0.235
Valle d'Aosta,2018,cura_rischio,0.528
Veneto,2018,cura_rischio,0.574
Abruzzo,2018,cura_servizi,-0.164
Basilicata,2018,cura_servizi,-0.125
Calabria,2018,cura_servizi,-0.852
Campania,2018,cura_servizi,-1.003
Emilia-Romagna,2018,cura_servizi,1.593
Friuli-Venezia Giulia,2018,cura_servizi,-0.419
Lazio,2018,cura_servizi,-0.055
Liguria,2018,cura_servizi,0.051
Lombardia,2018,cura_servizi,-0.134
Marche,2018,cura_servizi,-0.505
Molise,2018,cura_servizi,-0.493
Piemonte,2018,cura_servizi,0.222
Puglia,2018,cura_servizi,-0.174
Sardegna,2018,cura_servizi,0.079
Sicilia,2018,cura_servizi,-0.011
Toscana,2018,cura_servizi,0.096
Trentino-Alto Adige,2018,cura_servizi,0.433
Umbria,2018,cura_servizi,0.448
Valle d'Aosta,2018,cura_servizi,0.634
Veneto,2018,cura_servizi,0.38
Abruzzo,2018,lavorare_rischio,-0.198
Basilicata,2018,lavorare_rischio,-0.333
Calabria,2018,lavorare_rischio,-1.735
Campania,2018,lavorare_rischio,-1.764
Emilia-Romagna,2018,lavorare_rischio,0.866
Friuli-Venezia Giulia,2018,lavorare_rischio,0.824
Lazio,2018,lavorare_rischio,0.001
Liguria,2018,lavorare_rischio,0.551
Lombardia,2018,lavorare_rischio,0.698
Marche,2018,lavorare_rischio,0.646
Molise,2018,lavorare_rischio,-0.596
Piemonte,2018,lavorare_rischio,0.489
Puglia,2018,lavorare_rischio,-0.978
Sardegna,2018,lavorare_rischio,-0.762
Sicilia,2018,lavorare_rischio,-1.797
Toscana,2018,lavorare_rischio,0.63
Trentino-Alto Adige,2018,lavorare_rischio,1.418
Umbria,2018,lavorare_rischio,0.413
Valle d'Aosta,2018,lavorare_rischio,0.716
Veneto,2018,lavorare_rischio,0.913
Abruzzo,2018,lavorare_servizi,-0.8
Basilicata,2018,lavorare_servizi,-0.74
Calabria,2018,lavorare_servizi,-0.863
Campania,2018,lavorare_servizi,-0.897
Emilia-Romagna,2018,lavorare_servizi,3.444
Friuli-Venezia Giulia,2018,lavorare_servizi,0.094
Lazio,2018,lavorare_servizi,-0.509
Liguria,2018,lavorare_servizi,0.512
Lombardia,2018,lavorare_servizi,-0.369
Marche,2018,lavorare_servizi,-0.543
Molise,2018,lavorare_servizi,-0.434
Piemonte,2018,lavorare_servizi,0.235
Puglia,2018,lavorare_servizi,-0.546
Sardegna,2018,lavorare_servizi,0.839
Sicilia,2018,lavorare_servizi,-0.047
Toscana,2018,lavorare_servizi,-0.407
Trentino-Alto Adige,2018,lavorare_servizi,-0.92
Umbria,2018,lavorare_servizi,0.859
Valle d'Aosta,2018,lavorare_servizi,-0.105
Veneto,2018,lavorare_servizi,1.197
Abruzzo,2018,ricevere_cura_servizi,-0.398
Basilicata,2018,ricevere_cura_servizi,-0.443
Calabria,2018,ricevere_cura_servizi,-0.618
Campania,2018,ricevere_cura_servizi,-1.193
Emilia-Romagna,2018,ricevere_cura_servizi,0.55
Friuli-Venezia Giulia,2018,ricevere_cura_servizi,0.104
Lazio,2018,ricevere_cura_servizi,-0.439
Liguria,2018,ricevere_cura_servizi,1.364
Lombardia,2018,ricevere_cura_servizi,-0.212
Marche,2018,ricevere_cura_servizi,-0.153
Molise,2018,ricevere_cura_servizi,-0.571
Piemonte,2018,ricevere_cura_servizi,0.772
Puglia,2018,ricevere_cura_servizi,-0.658
Sardegna,2018,ricevere_cura_servizi,0.347
Sicilia,2018,ricevere_cura_servizi,-0.182
Toscana,2018,ricevere_cura_servizi,0.386
Trentino-Alto Adige,2018,ricevere_cura_servizi,0.126
Umbria,2018,ricevere_cura_servizi,0.616
Valle d'Aosta,2018,ricevere_cura_servizi,0.256
Veneto,2018,ricevere_cura_servizi,0.347
Abruzzo,2018,vita_sana_rischio,0.113
Basilicata,2018,vita_sana_rischio,0.066
Calabria,2018,vita_sana_rischio,-0.2
Campania,2018,vita_sana_rischio,-0.386
Emilia-Romagna,2018,vita_sana_rischio,0.068
Friuli-Venezia Giulia,2018,vita_sana_rischio,0.526
Lazio,2018,vita_sana_rischio,0.174
Liguria,2018,vita_sana_rischio,0.505
Lombardia,2018,vita_sana_rischio,0.219
Marche,2018,vita_sana_rischio,-1.078
Molise,2018,vita_sana_rischio,0.461
Piemonte,2018,vita_sana_rischio,-0.181
Puglia,2018,vita_sana_rischio,-0.019
Sardegna,2018,vita_sana_rischio,-0.585
Sicilia,2018,vita_sana_rischio,0.065
Toscana,2018,vita_sana_rischio,-0.503
Trentino-Alto Adige,2018,vita_sana_rischio,0.905
Umbria,2018,vita_sana_rischio,-0.317
Valle d'Aosta,2018,vita_sana_rischio,-0.494
Veneto,2018,vita_sana_rischio,0.661
Abruzzo,2018,vita_sana_servizi_bambini,0.553
Basilicata,2018,vita_sana_servizi_bambini,-0.638
Calabria,2018,vita_sana_servizi_bambini,0.164
Campania,2018,vita_sana_servizi_bambini,-0.449
Emilia-Romagna,2018,vita_sana_servizi_bambini,0.147
Friuli-Venezia Giulia,2018,vita_sana_servizi_bambini,-0.695
Lazio,2018,vita_sana_servizi_bambini,0.733
Liguria,2018,vita_sana_servizi_bambini,-0.046
Lombardia,2018,vita_sana_servizi_bambini,-0.535
Marche,2018,vita_sana_servizi_bambini,-0.271
Molise,2018,vita_sana_servizi_bambini,-0.118
Piemonte,2018,vita_sana_servizi_bambini,-0.825
Puglia,2018,vita_sana_servizi_bambini,0.22
Sardegna,2018,vita_sana_servizi_bambini,1.593
Sicilia,2018,vita_sana_servizi_bambini,0.473
Toscana,2018,vita_sana_servizi_bambini,0.385
Trentino-Alto Adige,2018,vita_sana_servizi_bambini,-0.441
Umbria,2018,vita_sana_servizi_bambini,0.344
Valle d'Aosta,2018,vita_sana_servizi_bambini,-0.054
Veneto,2018,vita_sana_servizi_bambini,-0.54
Abruzzo,2018,vita_sana_servizi_maltratt,0.076
Basilicata,2018,vita_sana_servizi_maltratt,-0.495
Calabria,2018,vita_sana_servizi_maltratt,-1.06
Campania,2018,vita_sana_servizi_maltratt,-1.051
Emilia-Romagna,2018,vita_sana_servizi_maltratt,0.017
Friuli-Venezia Giulia,2018,vita_sana_servizi_maltratt,-0.315
Lazio,2018,vita_sana_servizi_maltratt,-0.615
Liguria,2018,vita_sana_servizi_maltratt,1.499
Lombardia,2018,vita_sana_servizi_maltratt,-0.039
Marche,2018,vita_sana_servizi_maltratt,0.782
Molise,2018,vita_sana_servizi_maltratt,0.074
Piemonte,2018,vita_sana_servizi_maltratt,0.227
Puglia,2018,vita_sana_servizi_maltratt,-0.26
Sardegna,2018,vita_sana_servizi_maltratt,-0.037
Sicilia,2018,vita_sana_servizi_maltratt,-0.761
Toscana,2018,vita_sana_servizi_maltratt,0.55
Trentino-Alto Adige,2018,vita_sana_servizi_maltratt,-0.303
Umbria,2018,vita_sana_servizi_maltratt,0.432
Valle d'Aosta,2018,vita_sana_servizi_maltratt,0.85
Veneto,2018,vita_sana_servizi_maltratt,0.429
Abruzzo,2018,vita_sana_sintomi,-0.728
Basilicata,2018,vita_sana_sintomi,-0.801
Calabria,2018,vita_sana_sintomi,-0.009
Campania,2018,vita_sana_sintomi,-0.668
Emilia-Romagna,2018,vita_sana_sintomi,0.381
Friuli-Venezia Giulia,2018,vita_sana_sintomi,0.721
Lazio,2018,vita_sana_sintomi,0.515
Liguria,2018,vita_sana_sintomi,0.076
Lombardia,2018,vita_sana_sintomi,0.146
Marche,2018,vita_sana_sintomi,0.519
Molise,2018,vita_sana_sintomi,-0.691
Piemonte,2018,vita_sana_sintomi,0.328
Puglia,2018,vita_sana_sintomi,-0.983
Sardegna,2018,vita_sana_sintomi,-0.839
Sicilia,2018,vita_sana_sintomi,-0.683
Toscana,2018,vita_sana_sintomi,0.492
Trentino-Alto Adige,2018,vita_sana_sintomi,0.862
Umbria,2018,vita_sana_sintomi,0.203
Valle d'Aosta,2018,vita_sana_sintomi,0.746
Veneto,2018,vita_sana_sintomi,0.413
Abruzzo,2018,vita_sicura_rischio,-0.46
Basilicata,2018,vita_sicura_rischio,-0.078
Calabria,2018,vita_sicura_rischio,-0.42
Campania,2018,vita_sicura_rischio,-1.113
Emilia-Romagna,2018,vita_sicura_rischio,0.16
Friuli-Venezia Giulia,2018,vita_sicura_rischio,0.679
Lazio,2018,vita_sicura_rischio,-0.447
Liguria,2018,vita_sicura_rischio,0.164
Lombardia,2018,vita_sicura_rischio,0.499
Marche,2018,vita_sicura_rischio,0.087
Molise,2018,vita_sicura_rischio,-0.468
Piemonte,2018,vita_sicura_rischio,0.132
Puglia,2018,vita_sicura_rischio,-0.815
Sardegna,2018,vita_sicura_rischio,0.385
Sicilia,2018,vita_sicura_rischio,-0.417
Toscana,2018,vita_sicura_rischio,-0.03
Trentino-Alto Adige,2018,vita_sicura_rischio,1.071
Umbria,2018,vita_sicura_rischio,-0.192
Valle d'Aosta,2018,vita_sicura_rischio,1.065
Veneto,2018,vita_sicura_rischio,0.198
Abruzzo,2018,vita_sicura_servizi,0.129
Basilicata,2018,vita_sicura_servizi,-0.759
Calabria,2018,vita_sicura_servizi,-0.438
Campania,2018,vita_sicura_servizi,-0.25
Emilia-Romagna,2018,vita_sicura_servizi,1.154
Friuli-Venezia Giulia,2018,vita_sicura_servizi,-0.179
Lazio,2018,vita_sicura_servizi,-0.975
Liguria,2018,vita_sicura_servizi,0.293
Lombardia,2018,vita_sicura_servizi,-0.643
Marche,2018,vita_sicura_servizi,0.654
Molise,2018,vita_sicura_servizi,-0.579
Piemonte,2018,vita_sicura_servizi,-0.831
Puglia,2018,vita_sicura_servizi,-0.588
Sardegna,2018,vita_sicura_servizi,0.341
Sicilia,2018,vita_sicura_servizi,0.444
Toscana,2018,vita_sicura_servizi,0.003
Trentino-Alto Adige,2018,vita_sicura_servizi,-0.324
Umbria,2018,vita_sicura_servizi,0.782
Valle d'Aosta,2018,vita_sicura_servizi,0.968
Veneto,2018,vita_sicura_servizi,0.798
Abruzzo,2019,accedere_rischio,-0.776
Basilicata,2019,accedere_rischio,-0.271
Calabria,2019,accedere_rischio,-0.854
Campania,2019,accedere_rischio,-1.156
Emilia-Romagna,2019,accedere_rischio,0.842
Friuli-Venezia Giulia,2019,accedere_rischio,0.733
Lazio,2019,accedere_rischio,-0.021
Liguria,2019,accedere_rischio,-0.067
Lombardia,2019,accedere_rischio,0.446
Marche,2019,accedere_rischio,0.096
Molise,2019,accedere_rischio,0.234
Piemonte,2019,accedere_rischio,0.18
Puglia,2019,accedere_rischio,-0.872
Sardegna,2019,accedere_rischio,-0.769
Sicilia,2019,accedere_rischio,-1.166
Toscana,2019,accedere_rischio,0.774
Trentino-Alto Adige,2019,accedere_rischio,0.914
Umbria,2019,accedere_rischio,0.362
Valle d'Aosta,2019,accedere_rischio,0.517
Veneto,2019,accedere_rischio,0.855
Abruzzo,2019,accedere_servizi,-0.635
Basilicata,2019,accedere_servizi,-0.725
Calabria,2019,accedere_servizi,-0.624
Campania,2019,accedere_servizi,-0.741
Emilia-Romagna,2019,accedere_servizi,1.062
Friuli-Venezia Giulia,2019,accedere_servizi,1.552
Lazio,2019,accedere_servizi,-0.132
Liguria,2019,accedere_servizi,-0.596
Lombardia,2019,accedere_servizi,0.095
Marche,2019,accedere_servizi,-0.167
Molise,2019,accedere_servizi,-0.502
Piemonte,2019,accedere_servizi,0.566
Puglia,2019,accedere_servizi,-0.649
Sardegna,2019,accedere_servizi,-0.39
Sicilia,2019,accedere_servizi,-0.808
Toscana,2019,accedere_servizi,-0.182
Trentino-Alto Adige,2019,accedere_servizi,2.3
Umbria,2019,accedere_servizi,-0.243
Valle d'Aosta,2019,accedere_servizi,-0.649
Veneto,2019,accedere_servizi,1.47
Abruzzo,2019,conoscenza_rischio,0.519
Basilicata,2019,conoscenza_rischio,-0.132
Calabria,2019,conoscenza_rischio,-1.783
Campania,2019,conoscenza_rischio,-1.714
Emilia-Romagna,2019,conoscenza_rischio,0.561
Friuli-Venezia Giulia,2019,conoscenza_rischio,0.486
Lazio,2019,conoscenza_rischio,1.143
Liguria,2019,conoscenza_rischio,0.106
Lombardia,2019,conoscenza_rischio,0.855
Marche,2019,conoscenza_rischio,0.755
Molise,2019,conoscenza_rischio,-0.023
Piemonte,2019,conoscenza_rischio,0.438
Puglia,2019,conoscenza_rischio,-1.53
Sardegna,2019,conoscenza_rischio,-0.764
Sicilia,2019,conoscenza_rischio,-1.895
Toscana,2019,conoscenza_rischio,0.286
Trentino-Alto Adige,2019,conoscenza_rischio,0.828
Umbria,2019,conoscenza_rischio,1.04
Valle d'Aosta,2019,conoscenza_rischio,0.437
Veneto,2019,conoscenza_rischio,0.388
Abruzzo,2019,conoscenza_servizi,-1.161
Basilicata,2019,conoscenza_servizi,0.461
Calabria,2019,conoscenza_servizi,-0.926
Campania,2019,conoscenza_servizi,-0.972
Emilia-Romagna,2019,conoscenza_servizi,0.846
Friuli-Venezia Giulia,2019,conoscenza_servizi,1.42
Lazio,2019,conoscenza_servizi,1.262
Liguria,2019,conoscenza_servizi,0.513
Lombardia,2019,conoscenza_servizi,-0.459
Marche,2019,conoscenza_servizi,-0.688
Molise,2019,conoscenza_servizi,1.414
Piemonte,2019,conoscenza_servizi,-0.75
Puglia,2019,conoscenza_servizi,-1.71
Sardegna,2019,conoscenza_servizi,0.568
Sicilia,2019,conoscenza_servizi,-1.782
Toscana,2019,conoscenza_servizi,1.318
Trentino-Alto Adige,2019,conoscenza_servizi,0.62
Umbria,2019,conoscenza_servizi,0.411
Valle d'Aosta,2019,conoscenza_servizi,-0.288
Veneto,2019,conoscenza_servizi,-0.096
Abruzzo,2019,cura_rischio,-0.207
Basilicata,2019,cura_rischio,0.016
Calabria,2019,cura_rischio,-0.242
Campania,2019,cura_rischio,-1.647
Emilia-Romagna,2019,cura_rischio,0.403
Friuli-Venezia Giulia,2019,cura_rischio,0.417
Lazio,2019,cura_rischio,-0.27
Liguria,2019,cura_rischio,0.214
Lombardia,2019,cura_rischio,0.458
Marche,2019,cura_rischio,0.216
Molise,2019,cura_rischio,0.234
Piemonte,2019,cura_rischio,0.393
Puglia,2019,cura_rischio,-0.806
Sardegna,2019,cura_rischio,0.043
Sicilia,2019,cura_rischio,-1.224
Toscana,2019,cura_rischio,0.237
Trentino-Alto Adige,2019,cura_rischio,1.012
Umbria,2019,cura_rischio,0.038
Valle d'Aosta,2019,cura_rischio,0.11
Veneto,2019,cura_rischio,0.605
Abruzzo,2019,cura_servizi,-0.282
Basilicata,2019,cura_servizi,-0.068
Calabria,2019,cura_servizi,-0.902
Campania,2019,cura_servizi,-0.906
Emilia-Romagna,2019,cura_servizi,1.571
Friuli-Venezia Giulia,2019,cura_servizi,-0.305
Lazio,2019,cura_servizi,-0.111
Liguria,2019,cura_servizi,0.078
Lombardia,2019,cura_servizi,-0.048
Marche,2019,cura_servizi,-0.318
Molise,2019,cura_servizi,-0.497
Piemonte,2019,cura_servizi,0.388
Puglia,2019,cura_servizi,-0.162
Sardegna,2019,cura_servizi,-0.036
Sicilia,2019,cura_servizi,-0.161
Toscana,2019,cura_servizi,-0.015
Trentino-Alto Adige,2019,cura_servizi,0.258
Umbria,2019,cura_servizi,0.421
Valle d'Aosta,2019,cura_servizi,0.634
Veneto,2019,cura_servizi,0.46
Abruzzo,2019,lavorare_rischio,-0.261
Basilicata,2019,lavorare_rischio,-0.364
Calabria,2019,lavorare_rischio,-1.807
Campania,2019,lavorare_rischio,-1.686
Emilia-Romagna,2019,lavorare_rischio,0.949
Friuli-Venezia Giulia,2019,lavorare_rischio,0.712
Lazio,2019,lavorare_rischio,-0.026
Liguria,2019,lavorare_rischio,0.427
Lombardia,2019,lavorare_rischio,0.754
Marche,2019,lavorare_rischio,0.465
Molise,2019,lavorare_rischio,-0.716
Piemonte,2019,lavorare_rischio,0.477
Puglia,2019,lavorare_rischio,-0.706
Sardegna,2019,lavorare_rischio,-0.787
Sicilia,2019,lavorare_rischio,-1.689
Toscana,2019,lavorare_rischio,0.631
Trentino-Alto Adige,2019,lavorare_rischio,1.424
Umbria,2019,lavorare_rischio,0.398
Valle d'Aosta,2019,lavorare_rischio,0.788
Veneto,2019,lavorare_rischio,1.017
Abruzzo,2019,lavorare_servizi,-0.889
Basilicata,2019,lavorare_servizi,-0.649
Calabria,2019,lavorare_servizi,-1.023
Campania,2019,lavorare_servizi,-0.958
Emilia-Romagna,2019,lavorare_servizi,2.063
Friuli-Venezia Giulia,2019,lavorare_servizi,0.569
Lazio,2019,lavorare_servizi,-0.823
Liguria,2019,lavorare_servizi,-0.136
Lombardia,2019,lavorare_servizi,0.801
Marche,2019,lavorare_servizi,-0.775
Molise,2019,lavorare_servizi,1.213
Piemonte,2019,lavorare_servizi,0.456
Puglia,2019,lavorare_servizi,-0.604
Sardegna,2019,lavorare_servizi,1.791
Sicilia,2019,lavorare_servizi,-0.482
Toscana,2019,lavorare_servizi,-0.303
Trentino-Alto Adige,2019,lavorare_servizi,-1.034
Umbria,2019,lavorare_servizi,-0.19
Valle d'Aosta,2019,lavorare_servizi,-0.767
Veneto,2019,lavorare_servizi,1.742
Abruzzo,2019,ricevere_cura_servizi,-0.537
Basilicata,2019,ricevere_cura_servizi,-0.337
Calabria,2019,ricevere_cura_servizi,-0.814
Campania,2019,ricevere_cura_servizi,-1.084
Emilia-Romagna,2019,ricevere_cura_servizi,0.538
Friuli-Venezia Giulia,2019,ricevere_cura_servizi,0.114
Lazio,2019,ricevere_cura_servizi,-0.643
Liguria,2019,ricevere_cura_servizi,1.116
Lombardia,2019,ricevere_cura_servizi,-0.37
Marche,2019,ricevere_cura_servizi,-0.032
Molise,2019,ricevere_cura_servizi,-0.192
Piemonte,2019,ricevere_cura_servizi,0.734
Puglia,2019,ricevere_cura_servizi,-0.67
Sardegna,2019,ricevere_cura_servizi,0.22
Sicilia,2019,ricevere_cura_servizi,-0.216
Toscana,2019,ricevere_cura_servizi,0.46
Trentino-Alto Adige,2019,ricevere_cura_servizi,0.055
Umbria,2019,ricevere_cura_servizi,0.689
Valle d'Aosta,2019,ricevere_cura_servizi,0.512
Veneto,2019,ricevere_cura_servizi,0.458
Abruzzo,2019,vita_sana_rischio,0.178
Basilicata,2019,vita_sana_rischio,-0.138
Calabria,2019,vita_sana_rischio,-0.137
Campania,2019,vita_sana_rischio,-0.384
Emilia-Romagna,2019,vita_sana_rischio,0.177
Friuli-Venezia Giulia,2019,vita_sana_rischio,0.6
Lazio,2019,vita_sana_rischio,0.371
Liguria,2019,vita_sana_rischio,0.228
Lombardia,2019,vita_sana_rischio,0.186
Marche,2019,vita_sana_rischio,-1.001
Molise,2019,vita_sana_rischio,0.573
Piemonte,2019,vita_sana_rischio,-0.366
Puglia,2019,vita_sana_rischio,0.01
Sardegna,2019,vita_sana_rischio,-0.424
Sicilia,2019,vita_sana_rischio,0.198
Toscana,2019,vita_sana_rischio,-0.156
Trentino-Alto Adige,2019,vita_sana_rischio,0.999
Umbria,2019,vita_sana_rischio,-0.769
Valle d'Aosta,2019,vita_sana_rischio,-0.479
Veneto,2019,vita_sana_rischio,0.334
Abruzzo,2019,vita_sana_servizi_bambini,0.68
Basilicata,2019,vita_sana_servizi_bambini,-0.336
Calabria,2019,vita_sana_servizi_bambini,-0.023
Campania,2019,vita_sana_servizi_bambini,-0.769
Emilia-Romagna,2019,vita_sana_servizi_bambini,0.353
Friuli-Venezia Giulia,2019,vita_sana_servizi_bambini,-0.925
Lazio,2019,vita_sana_servizi_bambini,0.384
Liguria,2019,vita_sana_servizi_bambini,-0.175
Lombardia,2019,vita_sana_servizi_bambini,-0.823
Marche,2019,vita_sana_servizi_bambini,-0.486
Molise,2019,vita_sana_servizi_bambini,-0.386
Piemonte,2019,vita_sana_servizi_bambini,-0.929
Puglia,2019,vita_sana_servizi_bambini,0.09
Sardegna,2019,vita_sana_servizi_bambini,1.298
Sicilia,2019,vita_sana_servizi_bambini,0.328
Toscana,2019,vita_sana_servizi_bambini,1.01
Trentino-Alto Adige,2019,vita_sana_servizi_bambini,-0.344
Umbria,2019,vita_sana_servizi_bambini,0.353
Valle d'Aosta,2019,vita_sana_servizi_bambini,1.265
Veneto,2019,vita_sana_servizi_bambini,-0.567
Abruzzo,2019,vita_sana_servizi_maltratt,10.0
Basilicata,2019,vita_sana_servizi_maltratt,14.0
Calabria,2019,vita_sana_servizi_maltratt,20.0
Campania,2019,vita_sana_servizi_maltratt,19.0
Emilia-Romagna,2019,vita_sana_servizi_maltratt,11.0
Friuli-Venezia Giulia,2019,vita_sana_servizi_maltratt,13.0
Lazio,2019,vita_sana_servizi_maltratt,17.0
Liguria,2019,vita_sana_servizi_maltratt,1.0
Lombardia,2019,vita_sana_servizi_maltratt,12.0
Marche,2019,vita_sana_servizi_maltratt,2.0
Molise,2019,vita_sana_servizi_maltratt,8.0
Piemonte,2019,vita_sana_servizi_maltratt,7.0
Puglia,2019,vita_sana_servizi_maltratt,15.0
Sardegna,2019,vita_sana_servizi_maltratt,16.0
Sicilia,2019,vita_sana_servizi_maltratt,18.0
Toscana,2019,vita_sana_servizi_maltratt,5.0
Trentino-Alto Adige,2019,vita_sana_servizi_maltratt,9.0
Umbria,2019,vita_sana_servizi_maltratt,4.0
Valle d'Aosta,2019,vita_sana_servizi_maltratt,3.0
Veneto,2019,vita_sana_servizi_maltratt,6.0
Abruzzo,2019,vita_sana_sintomi,-0.716
Basilicata,2019,vita_sana_sintomi,-0.523
Calabria,2019,vita_sana_sintomi,0.036
Campania,2019,vita_sana_sintomi,-0.671
Emilia-Romagna,2019,vita_sana_sintomi,0.351
Friuli-Venezia Giulia,2019,vita_sana_sintomi,0.632
Lazio,2019,vita_sana_sintomi,0.437
Liguria,2019,vita_sana_sintomi,0.144
Lombardia,2019,vita_sana_sintomi,0.208
Marche,2019,vita_sana_sintomi,0.86
Molise,2019,vita_sana_sintomi,-0.831
Piemonte,2019,vita_sana_sintomi,0.219
Puglia,2019,vita_sana_sintomi,-0.938
Sardegna,2019,vita_sana_sintomi,-0.749
Sicilia,2019,vita_sana_sintomi,-0.907
Toscana,2019,vita_sana_sintomi,0.599
Trentino-Alto Adige,2019,vita_sana_sintomi,0.811
Umbria,2019,vita_sana_sintomi,-0.014
Valle d'Aosta,2019,vita_sana_sintomi,0.808
Veneto,2019,vita_sana_sintomi,0.245
Abruzzo,2019,vita_sicura_rischio,-0.345
Basilicata,2019,vita_sicura_rischio,-0.335
Calabria,2019,vita_sicura_rischio,-0.454
Campania,2019,vita_sicura_rischio,-1.245
Emilia-Romagna,2019,vita_sicura_rischio,0.087
Friuli-Venezia Giulia,2019,vita_sicura_rischio,0.619
Lazio,2019,vita_sicura_rischio,-0.56
Liguria,2019,vita_sicura_rischio,0.324
Lombardia,2019,vita_sicura_rischio,0.101
Marche,2019,vita_sicura_rischio,-0.039
Molise,2019,vita_sicura_rischio,-0.37
Piemonte,2019,vita_sicura_rischio,0.171
Puglia,2019,vita_sicura_rischio,-1.286
Sardegna,2019,vita_sicura_rischio,0.243
Sicilia,2019,vita_sicura_rischio,-0.615
Toscana,2019,vita_sicura_rischio,0.013
Trentino-Alto Adige,2019,vita_sicura_rischio,1.339
Umbria,2019,vita_sicura_rischio,0.073
Valle d'Aosta,2019,vita_sicura_rischio,0.212
Veneto,2019,vita_sicura_rischio,-0.003
Abruzzo,2019,vita_sicura_servizi,-0.177
